#{"t_start": 1627293613.616617, "env_id": null}
r,l,t
-0.23,24,12.495576
-0.21,22,12.513822
-0.3,31,12.539505
-1.12,13,12.558369
-1.05,6,12.565257
-1.19,20,12.584191
-1.01,2,12.586937
-0.39,40,12.621017
-1.01,2,12.623953
-1.12,13,12.636056
-1,1,12.638217
-0.26,27,12.66102
-1.07,8,12.672642
-1.02,3,12.677412
-0.29,30,12.704332
-1.22,23,12.725688
-0.28,29,12.749905
-1.2,21,12.770919
-1.15,16,12.785842
-0.31,32,12.819206
-0.3,31,12.851075
-1.05,6,12.859567
-0.23,24,12.882301
-1.15,16,12.899287
-0.17,18,12.916462
-1.02,3,12.920436
-1.04,5,12.928607
-0.36,37,12.960386
-0.24,25,12.983218
-1.02,3,12.98723
-0.39,40,13.016558
-1.02,3,13.020391
-1.08,9,13.030884
-1.35,36,13.059854
-0.32,33,13.085194
-1.03,4,13.089778
-1,1,13.091874
-1,1,13.09411
-1.03,4,13.098309
-1,1,13.100158
-0.26,27,13.120387
-1.13,14,13.13717
-0.27,28,13.162414
-0.73,74,13.214375
-0.2,21,13.234094
-1.03,4,13.238999
-1.13,14,13.254054
-0.22,23,13.274484
-1,1,13.276748
-0.35,36,13.307819
-0.32,33,13.337386
-1.01,2,13.340115
-0.69,70,13.392388
-0.21,22,13.41423
-0.27,28,13.438133
-1.05,6,13.447649
-1.01,2,13.449975
-1.19,20,13.469033
-0.22,23,13.488765
-1.06,7,13.497182
-0.25,26,13.520368
-1.01,2,13.52322
-1.22,23,13.547169
-0.19,20,13.56443
-1.02,3,13.570603
-1.01,2,13.574358
-0.25,26,13.604487
-1.09,10,13.613843
-1,1,13.616005
-1,1,13.618101
-0.29,30,13.64317
-0.23,24,13.665802
-1.16,17,13.683143
-1.18,19,13.701024
-0.23,24,13.727214
-1.05,6,13.732673
-1,1,13.734963
-1.02,3,13.738572
-1.11,12,13.750389
-1,1,13.752485
-0.21,22,13.772321
-1.02,3,13.776191
-1.06,7,13.784614
-1.16,17,13.802125
-1.01,2,13.805292
-0.17,18,13.822133
-0.18,19,13.839819
-1,1,13.842324
-0.22,23,13.863024
-0.18,19,13.884119
-1.07,8,13.894111
-0.3,31,13.919608
-0.19,20,13.938194
-1.12,13,13.953067
-1.13,14,13.970596
-0.2,21,13.988751
-0.19,20,14.00495
-1,1,14.007251
-1.01,2,14.010161
-0.32,33,14.03902
-0.2,21,14.059909
-1,1,14.062287
-0.32,33,14.092659
-0.34,35,14.120561
-1.01,2,14.123436
-0.25,26,14.143746
-0.24,25,14.164334
-0.28,29,14.191203
-1.18,19,14.965427
-0.27,28,14.992942
-0.42,43,15.028165
-0.32,33,15.055232
-0.24,25,15.073967
-1.17,18,15.091093
-0.24,25,15.11274
-1.17,18,15.132129
-0.21,22,15.151972
-1.04,5,15.157013
-1,1,15.159141
-1.01,2,15.161832
-1.01,2,15.164194
-0.42,43,15.198045
-0.55,56,15.243575
-1.08,9,15.253048
-0.43,44,15.286938
-0.28,29,15.311262
-0.44,45,15.348124
-0.22,23,15.368476
-0.35,36,15.396601
-0.27,28,15.421741
-0.38,39,15.454053
-0.39,40,15.483569
-1.01,2,15.486653
-0.58,59,15.539915
-0.52,53,15.576858
-1.07,8,15.584514
-1,1,15.586382
-1.02,3,15.590203
-0.19,20,15.608869
-1.07,8,15.619441
-0.21,22,15.638381
-0.24,25,15.658247
-1.03,4,15.662951
-0.41,42,15.694191
-0.23,24,15.715403
-1,1,15.71734
-1.01,2,15.720492
-1,1,15.722641
-1.01,2,15.725651
-1.11,12,15.737326
-1,1,15.739637
-0.23,24,15.760478
-0.26,27,15.785742
-1,1,15.787816
-1,1,15.790077
-1.03,4,15.79599
-1,1,15.798252
-1.04,5,15.802778
-0.21,22,15.82124
-1,1,15.823641
-0.23,24,15.844633
-1.07,8,15.853029
-1.05,6,15.859746
-0.31,32,15.888786
-1.21,22,15.910566
-1.04,5,15.915408
-0.32,33,15.940954
-1,1,15.943354
-0.35,36,15.975031
-0.51,52,16.01579
-1.08,9,16.025023
-1.18,19,16.041951
-1.02,3,16.045804
-1.25,26,16.076198
-1.01,2,16.079176
-0.26,27,16.100967
-0.23,24,16.119302
-1,1,16.121089
-0.2,21,16.138819
-1.16,17,16.157458
-0.28,29,16.183598
-1,1,16.185925
-0.3,31,16.217821
-1.01,2,16.220954
-0.24,25,16.249701
-1.02,3,16.253319
-0.27,28,16.279235
-0.36,37,16.310494
-1.12,13,16.321274
-0.2,21,16.339026
-1,1,16.341205
-1,1,16.3435
-1,1,16.345367
-1,1,16.347482
-1.03,4,16.352025
-0.38,39,16.382522
-0.36,37,16.414143
-0.18,19,16.429458
-1,1,16.431668
-0.31,32,16.460405
-0.2,21,16.478393
-0.55,56,16.51846
-1.11,12,16.528936
-1.23,24,16.547336
-1.06,7,16.553793
-1,1,16.555785
-1,1,16.557883
-0.19,20,16.574182
-1,1,16.576451
-0.41,42,16.612067
-1.08,9,16.62499
-1,1,16.627336
-1,1,16.629498
-1.01,2,16.632468
-1.15,16,16.645545
-0.33,34,16.672263
-1.22,23,16.701391
-0.3,31,16.727465
-1,1,16.7298
-0.27,28,16.752995
-1,1,16.75526
-1.1,11,16.767878
-1.19,20,17.520092
-0.57,58,17.564421
-1.17,18,17.582703
-0.29,30,17.606694
-1.01,2,17.609704
-1.01,2,17.612964
-0.28,29,17.637553
-0.31,32,17.663926
-0.28,29,17.687248
-0.25,26,17.710249
-0.23,24,17.728622
-0.21,22,17.746559
-1.04,5,17.751529
-1.19,20,17.767909
-1.08,9,17.779301
-0.26,27,17.802887
-0.24,25,17.82212
-0.59,60,17.866749
-0.3,31,17.892457
-1,1,17.89493
-1.15,16,17.909576
-0.34,35,17.936035
-0.5,51,17.974466
-1.17,18,17.990546
-0.3,31,18.015753
-1,1,18.017945
-0.45,46,18.052863
-0.24,25,18.075475
-0.25,26,18.100498
-0.53,54,18.143018
-0.42,43,18.178751
-0.3,31,18.207422
-0.5,51,18.246216
-0.19,20,18.262297
-0.19,20,18.280886
-1,1,18.282942
-1.01,2,18.287392
-0.22,23,18.3081
-0.22,23,18.32811
-0.36,37,18.363389
-0.24,25,18.3859
-1.01,2,18.388808
-0.22,23,18.406706
-0.33,34,18.43635
-0.15,16,18.450448
-1.01,2,18.453438
-0.34,35,18.480826
-0.29,30,18.503315
-0.45,46,18.538289
-1,1,18.54068
-0.28,29,18.564033
-0.17,18,18.579379
-0.27,28,18.602659
-1,1,18.604737
-1.03,4,18.608855
-1.17,18,18.626296
-0.33,34,18.652841
-0.28,29,18.677537
-0.44,45,18.712655
-0.34,35,18.744397
-0.21,22,18.761671
-1.15,16,18.779567
-1,1,18.781834
-0.42,43,18.815696
-1.14,15,18.829944
-1.01,2,18.832371
-1.17,18,18.848306
-0.44,45,18.882749
-0.26,27,18.908867
-1.03,4,18.913117
-0.34,35,18.940737
-1,1,18.942685
-1,1,18.94514
-0.77,78,19.000956
-0.5,51,19.039915
-0.24,25,19.059744
-0.49,50,19.096393
-0.41,42,19.129366
-0.38,39,19.158758
-0.28,29,19.181839
-0.48,49,19.974473
-0.2,21,19.993035
-0.29,30,20.015923
-0.67,68,20.069536
-0.38,39,20.100073
-0.2,21,20.116658
-0.21,22,20.138472
-1,1,20.140609
-1.02,3,20.144389
-0.16,17,20.161105
-1.01,2,20.164946
-0.23,24,20.187681
-0.28,29,20.211123
-1.1,11,20.226139
-0.18,19,20.241443
-1.16,17,20.255995
-0.39,40,20.287436
-0.48,49,20.323627
-0.5,51,20.36461
-0.2,21,20.383404
-0.25,26,20.407101
-0.2,21,20.425641
-0.28,29,20.451133
-1.01,2,20.454351
-0.22,23,20.47284
-0.22,23,20.497062
-0.41,42,20.530723
-0.16,17,20.546293
-1.13,14,20.561378
-0.59,60,20.606296
-0.61,62,20.651433
-0.36,37,20.67963
-0.81,82,20.74333
-0.29,30,20.766975
-1.02,3,20.770849
-0.46,47,20.806485
-0.27,28,20.831547
-0.64,65,20.877705
-1.2,21,20.898239
-0.57,58,20.945368
-0.25,26,20.970164
-0.28,29,20.993629
-0.41,42,21.024811
-0.49,50,21.061314
-0.21,22,21.081797
-0.33,34,21.107746
-0.34,35,21.136217
-1.08,9,21.147771
-0.28,29,21.174481
-0.46,47,21.214196
-0.34,35,21.245218
-0.32,33,21.273991
-0.4,41,21.311738
-0.22,23,21.332013
-0.29,30,21.355741
-0.28,29,21.377926
-0.39,40,21.410654
-1,1,21.412748
-0.25,26,21.433395
-1.02,3,21.437093
-0.2,21,21.453871
-0.28,29,21.475954
-0.36,37,21.505544
-0.27,28,21.52918
-1.21,22,21.548277
-1.01,2,21.550984
-1.2,21,21.570244
-1.05,6,21.578079
-1.02,3,21.581564
-1.21,22,21.599925
-1.17,18,21.61579
-0.46,47,21.65035
-1.01,2,21.653538
-1.06,7,21.660236
-0.37,38,22.435215
-0.26,27,22.459357
-0.29,30,22.485832
-0.22,23,22.504956
-1.18,19,22.521458
-1.12,13,22.536444
-0.37,38,22.578573
-0.38,39,22.615944
-0.77,78,22.675338
-0.31,32,22.709398
-0.4,41,22.742847
-0.38,39,22.775492
-1.2,21,22.796993
-0.56,57,22.839272
-1.11,12,22.85271
-0.72,73,22.903005
-0.62,63,22.950669
-0.3,31,22.979686
-0.21,22,22.997953
-0.32,33,23.029612
-0.37,38,23.065921
-1,1,23.068193
-1.14,15,23.084038
-0.24,25,23.105291
-0.23,24,23.126736
-0.23,24,23.15215
-0.28,29,23.184112
-1,1,23.186331
-0.32,33,23.214808
-0.91,92,23.28957
-1.14,15,23.303326
-0.27,28,23.326694
-1.14,15,23.343679
-0.18,19,23.361985
-0.61,62,23.405809
-1.02,3,23.409537
-0.25,26,23.4314
-0.57,58,23.471448
-0.87,88,23.538093
-0.39,40,23.568674
-0.2,21,23.586306
-0.6,61,23.634776
-1.03,4,23.642074
-0.21,22,23.662676
-0.55,56,23.705769
-0.47,48,23.742094
-0.51,52,23.780855
-0.33,34,23.808597
-0.28,29,23.830898
-0.43,44,23.87353
-0.21,22,23.891935
-1.05,6,23.899426
-1.17,18,23.915696
-0.19,20,23.936867
-0.37,38,23.967453
-1,1,23.969628
-0.28,29,23.993007
-0.35,36,24.021954
-0.56,57,24.065493
-1.19,20,24.084763
-0.49,50,24.125944
-1.01,2,24.129133
-0.3,31,24.898392
-0.6,61,24.940994
-1.01,2,24.943996
-0.21,22,24.96216
-0.51,52,25.000468
-0.57,58,25.042474
-0.36,37,25.071886
-1,1,25.074122
-0.24,25,25.092225
-0.82,83,25.151614
-0.29,30,25.176118
-0.37,38,25.208224
-0.33,34,25.23932
-0.29,30,25.268442
-0.43,44,25.302413
-1.15,16,25.318514
-0.27,28,25.343888
-1.02,3,25.347368
-0.7,71,25.406073
-0.83,84,25.463559
-0.21,22,25.482233
-0.38,39,25.521929
-1,1,25.524101
-0.87,88,25.588341
-0.19,20,25.603902
-0.23,24,25.628816
-0.4,41,25.66522
-0.34,35,25.697857
-0.29,30,25.731059
-0.23,24,25.752932
-0.45,46,25.79217
-0.2,21,25.811774
-1,1,25.813974
-1.09,110,25.889299
-0.6,61,25.946116
-1.01,2,25.949238
-0.28,29,25.973019
-0.25,26,25.996922
-0.29,30,26.026267
-0.99,100,26.101942
-0.34,35,26.138516
-1,1,26.140521
-0.37,38,26.173248
-0.32,33,26.206062
-0.3,31,26.234777
-0.54,55,26.277919
-0.61,62,26.32549
-0.19,20,26.344193
-1.13,14,26.359121
-1.03,4,26.364425
-1,1,26.366421
-0.36,37,26.394605
-0.52,53,26.435795
-0.33,34,26.468907
-0.3,31,26.502097
-0.43,44,26.54453
-0.35,36,26.575951
-1,1,26.578131
-0.44,45,27.362936
-1.21,22,27.387156
-0.26,27,27.413258
-0.16,17,27.429814
-0.3,31,27.456315
-0.31,32,27.486047
-0.22,23,27.508826
-0.58,59,27.558281
-0.32,33,27.586483
-1,1,27.588997
-1.04,5,27.594212
-1,1,27.59655
-0.42,43,27.631475
-0.69,70,27.685656
-0.29,30,27.708059
-0.31,32,27.732362
-0.29,30,27.762304
-0.57,58,27.803422
-1.01,2,27.806464
-0.59,60,27.851395
-0.29,30,27.875545
-1.01,2,27.878184
-0.22,23,27.90027
-1,1,27.901969
-1,1,27.904031
-1.06,7,27.913973
-0.28,29,27.938485
-0.3,31,27.964133
-0.69,70,28.019833
-0.18,19,28.036137
-1.08,9,28.051414
-0.2,21,28.068671
-0.18,19,28.08621
-1.23,24,28.115731
-0.19,20,28.131254
-0.25,26,28.155572
-1.02,3,28.159158
-0.42,43,28.191489
-0.24,25,28.214924
-0.33,34,28.244828
-1.04,5,28.250251
-0.21,22,28.269445
-0.21,22,28.286656
-0.47,48,28.323301
-0.21,22,28.342833
-0.42,43,28.377222
-1.11,12,28.394613
-0.19,20,28.413704
-1.1,11,28.425488
-1,1,28.427761
-0.26,27,28.451453
-0.24,25,28.475178
-0.22,23,28.493261
-1,1,28.495557
-0.31,32,28.52232
-0.33,34,28.550674
-1.14,15,28.564762
-1,1,28.566613
-1,1,28.568507
-0.23,24,28.587134
-0.38,39,28.619721
-0.39,40,28.649893
-1,1,28.65215
-0.49,50,28.688691
-0.21,22,28.70658
-1.01,2,28.709521
-1,1,28.711529
-0.24,25,28.729805
-0.26,27,28.752075
-0.25,26,28.775072
-1.04,5,28.786829
-0.24,25,28.8172
-0.24,25,28.837792
-0.2,21,28.856532
-0.97,98,28.92284
-0.25,26,28.946922
-0.22,23,28.967019
-0.18,19,28.985872
-1,1,28.988186
-0.25,26,29.009702
-0.17,18,29.024853
-1.16,17,29.0409
-0.22,23,29.059783
-0.15,16,29.074279
-0.32,33,29.101422
-0.31,32,29.129226
-0.45,46,29.905664
-0.29,30,29.928317
-0.3,31,29.951951
-0.39,40,29.981838
-0.28,29,30.003528
-1.18,19,30.022516
-1,1,30.02426
-0.35,36,30.050731
-0.3,31,30.075221
-0.27,28,30.098896
-1.16,17,30.113801
-0.67,68,30.163564
-0.53,54,30.204975
-0.38,39,30.233886
-0.96,97,30.301021
-0.25,26,30.321301
-0.27,28,30.342763
-0.29,30,30.369534
-1,1,30.37203
-0.34,35,30.40519
-0.42,43,30.439183
-0.26,27,30.462106
-0.3,31,30.488705
-0.21,22,30.509633
-0.45,46,30.544445
-0.32,33,30.570928
-0.29,30,30.595853
-0.33,34,30.628963
-0.38,39,30.667493
-0.58,59,30.710182
-1,1,30.712536
-0.21,22,30.731387
-0.23,24,30.750072
-1.18,19,30.767022
-0.26,27,30.790044
-0.4,41,30.821766
-0.29,30,30.852062
-0.18,19,30.86716
-1.01,2,30.8701
-0.25,26,30.891526
-1.01,2,30.89473
-0.22,23,30.918092
-0.7,71,30.969023
-1.06,107,31.040397
-1,1,31.042682
-0.4,41,31.075141
-0.42,43,31.110558
-0.24,25,31.13075
-0.49,50,31.17264
-0.62,63,31.216534
-1.17,18,31.230956
-0.32,33,31.26225
-0.25,26,31.284547
-0.31,32,31.313311
-1,1,31.31552
-0.27,28,31.337658
-0.45,46,31.373124
-0.17,18,31.38809
-0.21,22,31.406203
-0.34,35,31.433358
-0.28,29,31.454789
-0.45,46,31.499157
-0.74,75,32.305079
-0.21,22,32.325634
-0.21,22,32.345248
-0.28,29,32.367752
-0.27,28,32.393687
-0.27,28,32.415123
-1.01,2,32.417997
-0.34,35,32.444802
-0.23,24,32.462168
-0.38,39,32.490907
-1.01,2,32.49399
-0.22,23,32.513751
-0.27,28,32.536246
-0.38,39,32.571932
-0.61,62,32.615947
-1.2,21,32.635283
-1.02,3,32.639235
-1.15,16,32.654917
-0.22,23,32.677314
-0.23,24,32.698859
-0.37,38,32.725757
-0.2,21,32.743313
-0.18,19,32.76195
-0.37,38,32.796041
-1.11,12,32.806576
-1.16,17,32.821852
-1.09,10,32.830973
-0.71,72,32.883279
-0.24,25,32.905366
-0.42,43,32.938299
-0.18,19,32.95464
-1.13,14,32.966517
-0.29,30,32.991086
-0.32,33,33.022564
-0.19,20,33.040685
-1.17,18,33.056234
-0.32,33,33.082325
-0.22,23,33.102612
-0.21,22,33.119065
-1.18,19,33.137776
-1.01,2,33.141022
-0.17,18,33.15574
-0.26,27,33.175954
-0.4,41,33.208469
-0.2,21,33.227531
-0.17,18,33.243273
-1,1,33.245572
-1.12,13,33.256644
-1.13,14,33.268672
-0.24,25,33.291065
-0.24,25,33.312528
-0.26,27,33.336231
-1.17,18,33.350314
-1.01,2,33.353077
-0.23,24,33.37657
-1,1,33.378929
-1,1,33.381202
-0.39,40,33.41472
-1.01,2,33.418213
-1.14,15,33.434971
-0.21,22,33.455572
-0.29,30,33.48156
-1,1,33.483745
-1.01,2,33.487119
-0.49,50,33.526191
-1.11,12,33.538022
-1.01,2,33.540824
-0.26,27,33.566564
-0.13,14,33.577802
-0.21,22,33.597796
-0.27,28,33.622532
-0.33,34,33.649686
-0.39,40,33.684411
-0.26,27,33.708548
-0.15,16,33.721533
-0.27,28,33.748794
-0.51,52,33.786125
-1,1,33.788417
-0.25,26,33.811394
-0.16,17,33.824672
-0.35,36,33.852399
-1.01,2,33.855744
-0.22,23,33.881614
-1.12,13,33.893464
-0.24,25,33.912487
-0.2,21,33.930959
-0.24,25,33.951339
-1,1,33.95382
-0.28,29,33.977982
-0.39,40,34.011834
-0.29,30,34.775612
-1,1,34.778087
-0.26,27,34.801595
-0.26,27,34.828001
-0.56,57,34.880704
-1,1,34.882728
-0.24,25,34.905141
-0.19,20,34.92211
-0.25,26,34.942992
-0.45,46,34.982376
-0.74,75,35.03769
-0.21,22,35.056737
-0.47,48,35.095049
-0.21,22,35.11395
-0.23,24,35.134304
-0.15,16,35.150169
-1,1,35.152097
-0.19,20,35.167983
-0.36,37,35.197927
-1.11,12,35.208394
-0.23,24,35.226846
-0.34,35,35.258265
-1,1,35.260148
-0.27,28,35.283614
-0.38,39,35.31386
-0.53,54,35.354284
-0.35,36,35.386827
-0.26,27,35.410125
-1,1,35.41221
-0.29,30,35.439432
-0.31,32,35.467
-0.38,39,35.499891
-0.28,29,35.526387
-0.36,37,35.556158
-0.19,20,35.572792
-1.16,17,35.588967
-1.24,25,35.610392
-0.47,48,35.654723
-0.2,21,35.672839
-0.28,29,35.695646
-0.38,39,35.730289
-1,1,35.732455
-0.23,24,35.752069
-1.19,20,35.768138
-0.51,52,35.805959
-1.02,3,35.809701
-0.24,25,35.832602
-0.28,29,35.859904
-0.15,16,35.872016
-1.04,5,35.880603
-0.32,33,35.907479
-0.27,28,35.930518
-0.53,54,35.971146
-0.36,37,35.999538
-0.21,22,36.019421
-0.26,27,36.043614
-0.29,30,36.068525
-0.35,36,36.095864
-1.17,18,36.112235
-0.15,16,36.125447
-1.22,23,36.150411
-0.37,38,36.182247
-0.46,47,36.217967
-1.17,18,36.234358
-0.24,25,36.256468
-0.35,36,36.285496
-1.02,3,36.289573
-1.11,12,36.299479
-0.56,57,36.340508
-1.18,19,36.357005
-0.22,23,36.374624
-1.13,14,36.386276
-0.21,22,36.405727
-0.32,33,36.43315
-0.24,25,36.451611
-0.28,29,36.474357
-0.27,28,37.244689
-0.28,29,37.270627
-0.23,24,37.293699
-0.35,36,37.32205
-1.21,22,37.34368
-0.42,43,37.37683
-0.36,37,37.405125
-0.32,33,37.429418
-0.41,42,37.458663
-0.47,48,37.499425
-0.33,34,37.528984
-0.56,57,37.568952
-0.55,56,37.608504
-0.59,60,37.654609
-0.42,43,37.684593
-0.4,41,37.723199
-1,1,37.725365
-0.25,26,37.749938
-0.33,34,37.781624
-0.33,34,37.808376
-0.46,47,37.845531
-1.31,132,37.939976
-0.3,31,37.964767
-0.43,44,37.999654
-0.18,19,38.015226
-0.24,25,38.038865
-0.94,95,38.10508
-0.17,18,38.121607
-1,1,38.123631
-0.64,65,38.169819
-1,1,38.171881
-0.6,61,38.223301
-0.36,37,38.250337
-0.41,42,38.283854
-0.19,20,38.298737
-0.23,24,38.320971
-0.96,97,38.390938
-0.3,31,38.415006
-0.37,38,38.447147
-1.15,16,38.464462
-0.2,21,38.483864
-0.15,16,38.49893
-0.23,24,38.521502
-0.61,62,38.572109
-0.56,57,38.613311
-0.39,40,38.64586
-0.36,37,38.674309
-0.62,63,38.720732
-0.24,25,38.739903
-0.36,37,38.770243
-0.27,28,38.795192
-0.57,58,38.844807
-0.21,22,39.619593
-0.38,39,39.653035
-0.34,35,39.680363
-0.19,20,39.697701
-0.25,26,39.720171
-0.24,25,39.744124
-0.22,23,39.76337
-0.29,30,39.792466
-0.34,35,39.822244
-0.34,35,39.863544
-0.23,24,39.885278
-0.23,24,39.907916
-0.23,24,39.93112
-0.28,29,39.955676
-0.19,20,39.972775
-0.29,30,39.999232
-0.19,20,40.01612
-0.17,18,40.032258
-0.3,31,40.055753
-0.19,20,40.071796
-0.5,51,40.109293
-0.39,40,40.142476
-0.29,30,40.167804
-1.13,14,40.183304
-0.68,69,40.244389
-1.12,13,40.256929
-0.31,32,40.281781
-1.11,12,40.29196
-1,1,40.293641
-0.27,28,40.32181
-0.33,34,40.349422
-0.68,69,40.399007
-0.23,24,40.422139
-0.3,31,40.444791
-0.26,27,40.465888
-0.51,52,40.504094
-1.13,14,40.515471
-0.29,30,40.537874
-0.42,43,40.573061
-0.27,28,40.598191
-0.25,26,40.621296
-0.31,32,40.648836
-0.33,34,40.676856
-0.25,26,40.699357
-0.29,30,40.727436
-0.23,24,40.747514
-0.28,29,40.772403
-1,1,40.774344
-1.14,15,40.787836
-0.41,42,40.821169
-1,1,40.823583
-0.25,26,40.845355
-0.17,18,40.860593
-0.38,39,40.889896
-0.17,18,40.907289
-0.21,22,40.929114
-0.33,34,40.956158
-0.4,41,40.993425
-1,1,40.995523
-0.24,25,41.017268
-0.38,39,41.048029
-0.5,51,41.088699
-0.28,29,41.11275
-0.28,29,41.139963
-0.19,20,41.157358
-0.25,26,41.181062
-0.23,24,41.199934
-0.22,23,41.218729
-0.22,23,41.238522
-1,1,41.240897
-1.26,27,41.270556
-0.27,28,41.29494
-0.28,29,41.322704
-0.35,36,41.350329
-0.15,16,41.363454
-0.25,26,42.191005
-1.22,23,42.212059
-0.31,32,42.238426
-0.17,18,42.255403
-0.17,18,42.270203
-0.18,19,42.285359
-0.38,39,42.314662
-1.01,2,42.318143
-0.27,28,42.34073
-0.32,33,42.3659
-0.33,34,42.395162
-0.25,26,42.418329
-0.24,25,42.438689
-0.17,18,42.453448
-0.21,22,42.473188
-0.35,36,42.502322
-0.28,29,42.525191
-0.33,34,42.551731
-0.48,49,42.591063
-0.45,46,42.631334
-0.21,22,42.652652
-0.22,23,42.670904
-1.14,15,42.686292
-0.27,28,42.707881
-1.12,13,42.721235
-0.18,19,42.740006
-0.33,34,42.766036
-0.39,40,42.797497
-0.18,19,42.814374
-0.18,19,42.829526
-1.12,13,42.841463
-0.3,31,42.871502
-0.51,52,42.910853
-1.15,16,42.925206
-0.26,27,42.947486
-0.23,24,42.966774
-0.18,19,42.985003
-0.33,34,43.010886
-0.42,43,43.041384
-0.32,33,43.064739
-0.17,18,43.080989
-0.23,24,43.100071
-0.2,21,43.122519
-0.27,28,43.149325
-0.22,23,43.172431
-0.33,34,43.204075
-0.36,37,43.234398
-0.23,24,43.256289
-0.19,20,43.272681
-0.2,21,43.293041
-0.36,37,43.321812
-0.29,30,43.350142
-0.18,19,43.366632
-0.35,36,43.398223
-0.27,28,43.418532
-0.21,22,43.437619
-1.09,10,43.44607
-0.14,15,43.460612
-0.28,29,43.481295
-0.5,51,43.519435
-0.19,20,43.536576
-0.25,26,43.560165
-0.3,31,43.591087
-1,1,43.593261
-0.24,25,43.615558
-0.48,49,43.654902
-0.17,18,43.672066
-0.73,74,43.726328
-0.47,48,43.7695
-0.73,74,43.827314
-0.21,22,43.844566
-0.49,50,43.886339
-0.38,39,44.668314
-0.28,29,44.69432
-0.29,30,44.718717
-0.24,25,44.74051
-1,1,44.742763
-1,1,44.744616
-0.35,36,44.770801
-0.29,30,44.79572
-1.18,19,44.811764
-1,1,44.813608
-1.12,13,44.825308
-0.21,22,44.840931
-0.17,18,44.855929
-0.27,28,44.878964
-0.26,27,44.900516
-0.22,23,44.91911
-0.29,30,44.942886
-0.22,23,44.963535
-0.28,29,44.988271
-0.38,39,45.021691
-0.47,48,45.06064
-0.24,25,45.082421
-0.21,22,45.106477
-1,1,45.109853
-0.28,29,45.13526
-1.14,15,45.148903
-0.17,18,45.167326
-0.22,23,45.189729
-0.4,41,45.224404
-0.28,29,45.249256
-0.27,28,45.271367
-0.3,31,45.296622
-0.23,24,45.317853
-0.27,28,45.339216
-0.2,21,45.355993
-0.24,25,45.374953
-0.22,23,45.393914
-0.18,19,45.410098
-0.24,25,45.430677
-0.26,27,45.454924
-0.27,28,45.477531
-0.39,40,45.506905
-0.36,37,45.535853
-0.31,32,45.56108
-0.22,23,45.580504
-0.34,35,45.614002
-0.21,22,45.632216
-0.16,17,45.647271
-0.28,29,45.671888
-1,1,45.674111
-0.2,21,45.693216
-0.27,28,45.716693
-0.42,43,45.751805
-1,1,45.753901
-0.29,30,45.777544
-0.22,23,45.795691
-0.24,25,45.816553
-1.13,14,45.827861
-0.22,23,45.849541
-1.18,19,45.869517
-0.22,23,45.890703
-1.16,17,45.905576
-0.2,21,45.925526
-1.14,15,45.939694
-1,1,45.941795
-0.32,33,45.968338
-0.25,26,45.989582
-0.55,56,46.034081
-0.25,26,46.055432
-0.22,23,46.074447
-0.39,40,46.104604
-0.22,23,46.124948
-0.25,26,46.145073
-1.13,14,46.158023
-0.23,24,46.178808
-0.23,24,46.198542
-0.3,31,46.224715
-0.21,22,46.242712
-0.18,19,46.25836
-1.02,3,46.262247
-0.3,31,46.288261
-0.29,30,46.315722
-1.2,21,46.336132
-0.22,23,46.353746
-1.16,17,46.369214
-1.17,18,47.142316
-0.29,30,47.166737
-0.35,36,47.195467
-0.3,31,47.225114
-1,1,47.226844
-0.24,25,47.253665
-0.25,26,47.273975
-0.2,21,47.295646
-0.2,21,47.315006
-1,1,47.317297
-1,1,47.31926
-1.12,13,47.330526
-0.18,19,47.345778
-0.16,17,47.362213
-0.18,19,47.378279
-1.21,22,47.400663
-1.12,13,47.410681
-0.26,27,47.432138
-1.15,16,47.446651
-0.32,33,47.478292
-1.12,13,47.490698
-0.26,27,47.514526
-0.17,18,47.530077
-0.26,27,47.550502
-0.22,23,47.569465
-0.24,25,47.589172
-0.27,28,47.612295
-0.15,16,47.626425
-0.31,32,47.65836
-0.19,20,47.6744
-0.31,32,47.703605
-0.28,29,47.734804
-0.3,31,47.761211
-0.25,26,47.783413
-0.34,35,47.809894
-0.18,19,47.828967
-0.25,26,47.849739
-1,1,47.852062
-0.21,22,47.871982
-0.25,26,47.893226
-0.31,32,47.921897
-0.21,22,47.941986
-0.31,32,47.978197
-0.19,20,47.995502
-0.18,19,48.014182
-0.21,22,48.040421
-0.18,19,48.057413
-0.11,12,48.069094
-0.29,30,48.099304
-0.26,27,48.121034
-1.1,11,48.131542
-0.22,23,48.151041
-0.18,19,48.170726
-0.39,40,48.205597
-0.33,34,48.240197
-1.01,2,48.243499
-0.31,32,48.269585
-1.19,20,48.289533
-0.16,17,48.302489
-1.16,17,48.318092
-0.3,31,48.342628
-0.21,22,48.361719
-0.16,17,48.377336
-0.2,21,48.393812
-0.23,24,48.413085
-0.31,32,48.443859
-0.26,27,48.466185
-0.15,16,48.481079
-0.39,40,48.515797
-0.16,17,48.532188
-0.27,28,48.561076
-1.15,16,48.577985
-1.13,14,48.592021
-0.22,23,48.611393
-1.3,31,48.639005
-0.15,16,48.655816
-0.27,28,48.682027
-1.13,14,48.693849
-0.13,14,48.706697
-0.23,24,48.730223
-0.23,24,48.753526
-1,1,48.755931
-0.3,31,48.784853
-0.41,42,48.818656
-1.11,12,48.831395
-1.12,13,48.843735
-0.31,32,48.873296
